gene_name	go_id	biological_function
SPNS2	GO:0006869; GO:0007186	G protein-coupled receptor signaling pathway; lipid transport
SPO16	GO:0007130; GO:0007131	reciprocal meiotic recombination; synaptonemal complex assembly
SPOCD1	GO:0006351	DNA-templated transcription
SPOCK1	GO:0048856	anatomical structure development
SPOCK2	GO:0048856	anatomical structure development
SPOCK3	GO:0048856	anatomical structure development
SPON1	GO:0007155	cell adhesion
SPOP	GO:0030162; GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process; regulation of proteolysis
SPOPL	GO:0030162; GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process; regulation of proteolysis
SPPL2A	GO:0033619	membrane protein proteolysis
SPPL2B	GO:0033619	membrane protein proteolysis
SPPL2C	GO:0033619	membrane protein proteolysis
SPPL3	GO:0006465; GO:0033619	membrane protein proteolysis; signal peptide processing
SPR	GO:0018130; GO:0019438; GO:0044271; GO:0046165; GO:1901362; GO:1901566	alcohol biosynthetic process; aromatic compound biosynthetic process; cellular nitrogen compound biosynthetic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process; organonitrogen compound biosynthetic process
SPRED1	GO:0043409	negative regulation of MAPK cascade
SPRED2	GO:0043409	negative regulation of MAPK cascade
SPRED3	GO:0043409	negative regulation of MAPK cascade
SPRTN	GO:0006974	DNA damage response
SPRY1	GO:0006469; GO:0043405; GO:0043409; GO:0048513; GO:0051058; GO:0090287	animal organ development; negative regulation of MAPK cascade; negative regulation of protein kinase activity; negative regulation of small GTPase mediated signal transduction; regulation of MAP kinase activity; regulation of cellular response to growth factor stimulus
SPRY2	GO:0006469; GO:0043405; GO:0043409; GO:0048513; GO:0051058; GO:0090287	animal organ development; negative regulation of MAPK cascade; negative regulation of protein kinase activity; negative regulation of small GTPase mediated signal transduction; regulation of MAP kinase activity; regulation of cellular response to growth factor stimulus
SPRY3	GO:0006469; GO:0043405; GO:0043409; GO:0048513; GO:0051058; GO:0090287	animal organ development; negative regulation of MAPK cascade; negative regulation of protein kinase activity; negative regulation of small GTPase mediated signal transduction; regulation of MAP kinase activity; regulation of cellular response to growth factor stimulus
SPRY4	GO:0006469; GO:0043405; GO:0043409; GO:0048513; GO:0051058; GO:0090287	animal organ development; negative regulation of MAPK cascade; negative regulation of protein kinase activity; negative regulation of small GTPase mediated signal transduction; regulation of MAP kinase activity; regulation of cellular response to growth factor stimulus
SPSB1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
SPSB2	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
SPSB4	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
SPTA1	GO:0030036	actin cytoskeleton organization
SPTAN1	GO:0030036	actin cytoskeleton organization
SPTB	GO:0030036	actin cytoskeleton organization
SPTBN1	GO:0030036; GO:0072659	actin cytoskeleton organization; protein localization to plasma membrane
SPTBN2	GO:0030036	actin cytoskeleton organization
SPTBN4	GO:0030036	actin cytoskeleton organization
SPTBN5	GO:0030036	actin cytoskeleton organization
SPTLC1	GO:0046165; GO:0046513	alcohol biosynthetic process; ceramide biosynthetic process
SPTLC2	GO:0046165; GO:0046513	alcohol biosynthetic process; ceramide biosynthetic process
SPTLC3	GO:0046165; GO:0046513	alcohol biosynthetic process; ceramide biosynthetic process
SPTSSA	GO:0046513	ceramide biosynthetic process
SPTY2D1	GO:0006334; GO:0006360	nucleosome assembly; transcription by RNA polymerase I
SQLE	GO:0016126	sterol biosynthetic process
SQOR	GO:0006790	sulfur compound metabolic process
SQSTM1	GO:0000423; GO:0007032	endosome organization; mitophagy
SRARP	GO:0009967	positive regulation of signal transduction
SRBD1	GO:0006412	translation
SRC	GO:0007155; GO:0007173; GO:0030154; GO:0030518; GO:0045087; GO:2001237; GO:2001243	cell adhesion; cell differentiation; epidermal growth factor receptor signaling pathway; innate immune response; intracellular steroid hormone receptor signaling pathway; negative regulation of extrinsic apoptotic signaling pathway; negative regulation of intrinsic apoptotic signaling pathway
SRCAP	GO:0006338	chromatin remodeling
SRCIN1	GO:0010975; GO:0022603; GO:0099175	regulation of anatomical structure morphogenesis; regulation of neuron projection development; regulation of postsynapse organization
SRD5A1	GO:0006694	steroid biosynthetic process
SRD5A2	GO:0006694	steroid biosynthetic process
SRD5A3	GO:0006487; GO:0008299; GO:0008300; GO:0044282; GO:0046165	alcohol biosynthetic process; isoprenoid biosynthetic process; isoprenoid catabolic process; protein N-linked glycosylation; small molecule catabolic process
SREBF1	GO:0006357	regulation of transcription by RNA polymerase II
SREBF2	GO:0032879; GO:0045944	positive regulation of transcription by RNA polymerase II; regulation of localization
SRF	GO:0045944	positive regulation of transcription by RNA polymerase II
SRGAP1	GO:0030336	negative regulation of cell migration
SRGAP2	GO:0030336	negative regulation of cell migration
SRGAP2B	GO:0030336	negative regulation of cell migration
SRGAP2C	GO:0030336	negative regulation of cell migration
SRGAP3	GO:0030336	negative regulation of cell migration
SRMS	GO:0007169; GO:0030154; GO:0045087	cell differentiation; innate immune response; transmembrane receptor protein tyrosine kinase signaling pathway
SRP14	GO:0045047	protein targeting to ER
SRP19	GO:0006614; GO:0065003	SRP-dependent cotranslational protein targeting to membrane; protein-containing complex assembly
SRP68	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
SRP72	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
SRP9	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
SRPK1	GO:0000245; GO:0018105; GO:0035556; GO:0050684	intracellular signal transduction; peptidyl-serine phosphorylation; regulation of mRNA processing; spliceosomal complex assembly
SRPK2	GO:0000245; GO:0018105; GO:0035556; GO:0050684	intracellular signal transduction; peptidyl-serine phosphorylation; regulation of mRNA processing; spliceosomal complex assembly
SRPK3	GO:0000245; GO:0018105; GO:0035556; GO:0050684	intracellular signal transduction; peptidyl-serine phosphorylation; regulation of mRNA processing; spliceosomal complex assembly
SRPRA	GO:0006605	protein targeting
SRPRB	GO:0045047	protein targeting to ER
SRPX	GO:0001845	phagolysosome assembly
SRPX2	GO:0030335; GO:0051965; GO:0098609	cell-cell adhesion; positive regulation of cell migration; positive regulation of synapse assembly
SRR	GO:0008652; GO:1901607	alpha-amino acid biosynthetic process; amino acid biosynthetic process
SRRM1	GO:0048024	regulation of mRNA splicing, via spliceosome
SRRM4	GO:0006397; GO:0043484; GO:0048666	mRNA processing; neuron development; regulation of RNA splicing
SRRT	GO:0031053	primary miRNA processing
SRSF1	GO:0000380	alternative mRNA splicing, via spliceosome
SRSF10	GO:0000398	mRNA splicing, via spliceosome
SRSF12	GO:0000398	mRNA splicing, via spliceosome
SRSF2	GO:0000398	mRNA splicing, via spliceosome
SRSF3	GO:0000398	mRNA splicing, via spliceosome
SRSF4	GO:0000398	mRNA splicing, via spliceosome
SRSF5	GO:0000398	mRNA splicing, via spliceosome
SRSF6	GO:0000398	mRNA splicing, via spliceosome
SRSF7	GO:0000398	mRNA splicing, via spliceosome
SRSF8	GO:0000398	mRNA splicing, via spliceosome
SRSF9	GO:0000380	alternative mRNA splicing, via spliceosome
SRY	GO:0030154; GO:0045944	cell differentiation; positive regulation of transcription by RNA polymerase II
SS18	GO:0045944	positive regulation of transcription by RNA polymerase II
SS18L1	GO:0022603; GO:0045944; GO:0050769; GO:0050773; GO:0051130	positive regulation of cellular component organization; positive regulation of neurogenesis; positive regulation of transcription by RNA polymerase II; regulation of anatomical structure morphogenesis; regulation of dendrite development
SSB	GO:0008033; GO:0045727	positive regulation of translation; tRNA processing
SSBP1	GO:0043085	positive regulation of catalytic activity
SSBP2	GO:0045944	positive regulation of transcription by RNA polymerase II
SSBP3	GO:0045944	positive regulation of transcription by RNA polymerase II
SSBP4	GO:0045944	positive regulation of transcription by RNA polymerase II
SST	GO:0030334	regulation of cell migration
SSTR1	GO:0007218; GO:0032355; GO:0071396; GO:0071407; GO:1901701	cellular response to lipid; cellular response to organic cyclic compound; cellular response to oxygen-containing compound; neuropeptide signaling pathway; response to estradiol
SSTR2	GO:0007218; GO:0032355; GO:0071383; GO:1901701	cellular response to oxygen-containing compound; cellular response to steroid hormone stimulus; neuropeptide signaling pathway; response to estradiol
SSTR3	GO:0007218	neuropeptide signaling pathway
SSTR4	GO:0007218; GO:0071383	cellular response to steroid hormone stimulus; neuropeptide signaling pathway
SSTR5	GO:0007218; GO:0050796; GO:0071383	cellular response to steroid hormone stimulus; neuropeptide signaling pathway; regulation of insulin secretion
SSU72	GO:0006366	transcription by RNA polymerase II
SSU72L1	GO:0006366	transcription by RNA polymerase II
SSU72L2	GO:0006366	transcription by RNA polymerase II
SSU72L3	GO:0006366	transcription by RNA polymerase II
SSU72L4	GO:0006366	transcription by RNA polymerase II
SSU72L5	GO:0006366	transcription by RNA polymerase II
SSU72L6	GO:0006366	transcription by RNA polymerase II
SSX2IP	GO:0035735	intraciliary transport involved in cilium assembly
ST13	GO:0051085	chaperone cofactor-dependent protein refolding
ST13P4	GO:0051085	chaperone cofactor-dependent protein refolding
ST13P5	GO:0051085	chaperone cofactor-dependent protein refolding
ST18	GO:0010468	regulation of gene expression
ST3GAL1	GO:0006486; GO:0006688; GO:0046513	ceramide biosynthetic process; glycosphingolipid biosynthetic process; protein glycosylation
ST3GAL2	GO:0006486; GO:0006688; GO:0046513	ceramide biosynthetic process; glycosphingolipid biosynthetic process; protein glycosylation
ST3GAL3	GO:0006486	protein glycosylation
ST3GAL4	GO:0006486; GO:0009247	glycolipid biosynthetic process; protein glycosylation
ST3GAL5	GO:0006486	protein glycosylation
ST3GAL6	GO:0006486; GO:0009247	glycolipid biosynthetic process; protein glycosylation
ST6GAL1	GO:0018279	protein N-linked glycosylation via asparagine
ST6GAL2	GO:0043412	macromolecule modification
ST6GALNAC1	GO:0009312	oligosaccharide biosynthetic process
ST6GALNAC2	GO:0006493	protein O-linked glycosylation
ST6GALNAC3	GO:0005975; GO:0006688; GO:0046513	carbohydrate metabolic process; ceramide biosynthetic process; glycosphingolipid biosynthetic process
ST6GALNAC4	GO:0005975; GO:0006688; GO:0046513	carbohydrate metabolic process; ceramide biosynthetic process; glycosphingolipid biosynthetic process
ST6GALNAC5	GO:0005975; GO:0006688; GO:0046513	carbohydrate metabolic process; ceramide biosynthetic process; glycosphingolipid biosynthetic process
ST6GALNAC6	GO:0005975; GO:0006688; GO:0046513	carbohydrate metabolic process; ceramide biosynthetic process; glycosphingolipid biosynthetic process
ST8SIA1	GO:0005975; GO:0006486	carbohydrate metabolic process; protein glycosylation
ST8SIA2	GO:0005975; GO:0006486	carbohydrate metabolic process; protein glycosylation
ST8SIA4	GO:0005975; GO:0006486	carbohydrate metabolic process; protein glycosylation
ST8SIA5	GO:0005975; GO:0006486	carbohydrate metabolic process; protein glycosylation
ST8SIA6	GO:0005975; GO:0006486	carbohydrate metabolic process; protein glycosylation
STAC	GO:0003009; GO:0051924; GO:1903829; GO:1905475; GO:2001259	positive regulation of cation channel activity; positive regulation of protein localization; regulation of calcium ion transport; regulation of protein localization to membrane; skeletal muscle contraction
STAC2	GO:0003009; GO:0051924; GO:1903829; GO:1905475; GO:2001259	positive regulation of cation channel activity; positive regulation of protein localization; regulation of calcium ion transport; regulation of protein localization to membrane; skeletal muscle contraction
STAC3	GO:0003009; GO:0051924; GO:1903829; GO:1905475; GO:2001259	positive regulation of cation channel activity; positive regulation of protein localization; regulation of calcium ion transport; regulation of protein localization to membrane; skeletal muscle contraction
STAG1	GO:0007062	sister chromatid cohesion
STAG2	GO:0007062	sister chromatid cohesion
STAG3	GO:0007062	sister chromatid cohesion
STAM	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
STAM2	GO:0007165; GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; signal transduction
STAMBP	GO:0070536	protein K63-linked deubiquitination
STAMBPL1	GO:0070536	protein K63-linked deubiquitination
STAP1	GO:0007169; GO:0009967; GO:0050778	positive regulation of immune response; positive regulation of signal transduction; transmembrane receptor protein tyrosine kinase signaling pathway
STARD13	GO:0030036; GO:0035023	actin cytoskeleton organization; regulation of Rho protein signal transduction
STARD3	GO:0006903; GO:0016043; GO:0030301	cellular component organization; cholesterol transport; vesicle targeting
STARD3NL	GO:0006903; GO:0016043; GO:0030301	cellular component organization; cholesterol transport; vesicle targeting
STARD4	GO:0019915; GO:0032367	intracellular cholesterol transport; lipid storage
STARD5	GO:0030301	cholesterol transport
STARD8	GO:0030036; GO:0035023	actin cytoskeleton organization; regulation of Rho protein signal transduction
STAT1	GO:0006357; GO:0007259; GO:0042127; GO:0043434; GO:0060337	receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; response to peptide hormone; type I interferon-mediated signaling pathway
STAT2	GO:0006357; GO:0007259; GO:0042127; GO:0043434; GO:0060337	receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; response to peptide hormone; type I interferon-mediated signaling pathway
STAT3	GO:0006357; GO:0006952; GO:0007169; GO:0007259; GO:0019221; GO:0042127; GO:0071375	cellular response to peptide hormone stimulus; cytokine-mediated signaling pathway; defense response; receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; transmembrane receptor protein tyrosine kinase signaling pathway
STAT4	GO:0006357; GO:0006952; GO:0007259; GO:0019221; GO:0042127; GO:0043434	cytokine-mediated signaling pathway; defense response; receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; response to peptide hormone
STAT5A	GO:0006357; GO:0006952; GO:0007169; GO:0007259; GO:0019221; GO:0042127; GO:0071375	cellular response to peptide hormone stimulus; cytokine-mediated signaling pathway; defense response; receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; transmembrane receptor protein tyrosine kinase signaling pathway
STAT5B	GO:0006357; GO:0006952; GO:0007169; GO:0007259; GO:0019221; GO:0042127; GO:0071375	cellular response to peptide hormone stimulus; cytokine-mediated signaling pathway; defense response; receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; transmembrane receptor protein tyrosine kinase signaling pathway
STAT6	GO:0006357; GO:0006952; GO:0007169; GO:0007259; GO:0019221; GO:0042127; GO:0071375	cellular response to peptide hormone stimulus; cytokine-mediated signaling pathway; defense response; receptor signaling pathway via JAK-STAT; regulation of cell population proliferation; regulation of transcription by RNA polymerase II; transmembrane receptor protein tyrosine kinase signaling pathway
STAU1	GO:0006403; GO:0007281; GO:0008088; GO:0031503; GO:0035418	RNA localization; axo-dendritic transport; germ cell development; protein localization to synapse; protein-containing complex localization
STAU2	GO:0006403; GO:0007281; GO:0008088; GO:0031503; GO:0035418	RNA localization; axo-dendritic transport; germ cell development; protein localization to synapse; protein-containing complex localization
STC1	GO:0006874	intracellular calcium ion homeostasis
STC2	GO:0006874	intracellular calcium ion homeostasis
STEAP1	GO:0000041	transition metal ion transport
STEAP1B	GO:0000041	transition metal ion transport
STEAP2	GO:0000041	transition metal ion transport
STEAP3	GO:0000041	transition metal ion transport
STEAP4	GO:0000041	transition metal ion transport
STEEP1	GO:0006888; GO:0007029; GO:0061024	endoplasmic reticulum organization; endoplasmic reticulum to Golgi vesicle-mediated transport; membrane organization
STIL	GO:0007052; GO:0007224; GO:0031023; GO:0044380	microtubule organizing center organization; mitotic spindle organization; protein localization to cytoskeleton; smoothened signaling pathway
STIM1	GO:0006816; GO:0006874; GO:0051924; GO:2001259	calcium ion transport; intracellular calcium ion homeostasis; positive regulation of cation channel activity; regulation of calcium ion transport
STIM2	GO:0006816; GO:0006874; GO:0051924; GO:2001259	calcium ion transport; intracellular calcium ion homeostasis; positive regulation of cation channel activity; regulation of calcium ion transport
STIMATE	GO:0019722; GO:0051924; GO:2001259	calcium-mediated signaling; positive regulation of cation channel activity; regulation of calcium ion transport
STING1	GO:0000045; GO:0016239; GO:0045087; GO:0061709	autophagosome assembly; innate immune response; positive regulation of macroautophagy; reticulophagy
STK10	GO:0006468	protein phosphorylation
STK11	GO:0006468; GO:0007165	protein phosphorylation; signal transduction
STK17A	GO:0035556; GO:0043065	intracellular signal transduction; positive regulation of apoptotic process
STK17B	GO:0035556; GO:0043065	intracellular signal transduction; positive regulation of apoptotic process
STK24	GO:0006468; GO:0030336	negative regulation of cell migration; protein phosphorylation
STK25	GO:0006468	protein phosphorylation
STK26	GO:0006468; GO:0030336	negative regulation of cell migration; protein phosphorylation
STK3	GO:0006468; GO:0035556; GO:0043408	intracellular signal transduction; protein phosphorylation; regulation of MAPK cascade
STK32A	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
STK32B	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
STK32C	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
STK33	GO:0044773	mitotic DNA damage checkpoint signaling
STK35	GO:0006468; GO:0051445; GO:1902750	negative regulation of cell cycle G2/M phase transition; protein phosphorylation; regulation of meiotic cell cycle
STK38	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
STK38L	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
STK39	GO:0002690; GO:0018107; GO:0032412; GO:0035556; GO:0043271; GO:0044092; GO:0048523; GO:1901379; GO:2000401	intracellular signal transduction; negative regulation of cellular process; negative regulation of molecular function; negative regulation of monoatomic ion transport; peptidyl-threonine phosphorylation; positive regulation of leukocyte chemotaxis; regulation of lymphocyte migration; regulation of monoatomic ion transmembrane transporter activity; regulation of potassium ion transmembrane transport
STK4	GO:0006468; GO:0035556; GO:0043408	intracellular signal transduction; protein phosphorylation; regulation of MAPK cascade
STMN1	GO:0007019; GO:0031110; GO:0031175	microtubule depolymerization; neuron projection development; regulation of microtubule polymerization or depolymerization
STMN2	GO:0007019; GO:0031110; GO:0031175	microtubule depolymerization; neuron projection development; regulation of microtubule polymerization or depolymerization
STMN3	GO:0007019; GO:0031110; GO:0031175	microtubule depolymerization; neuron projection development; regulation of microtubule polymerization or depolymerization
STMN4	GO:0007019; GO:0031110; GO:0031175	microtubule depolymerization; neuron projection development; regulation of microtubule polymerization or depolymerization
STON1	GO:0030100; GO:0048488; GO:0072583	clathrin-dependent endocytosis; regulation of endocytosis; synaptic vesicle endocytosis
STON2	GO:0030100; GO:0048488; GO:0072583	clathrin-dependent endocytosis; regulation of endocytosis; synaptic vesicle endocytosis
STPG1	GO:0006839; GO:0007006; GO:0008637; GO:0065008	apoptotic mitochondrial changes; mitochondrial membrane organization; mitochondrial transport; regulation of biological quality
STPG4	GO:0010604; GO:0040029; GO:0045935; GO:0051052	epigenetic regulation of gene expression; positive regulation of macromolecule metabolic process; positive regulation of nucleobase-containing compound metabolic process; regulation of DNA metabolic process
STRA6	GO:0006869; GO:0051180; GO:0055085; GO:0098657	import into cell; lipid transport; transmembrane transport; vitamin transport
STRADA	GO:0006611; GO:0032147	activation of protein kinase activity; protein export from nucleus
STRADB	GO:0006611; GO:0032147	activation of protein kinase activity; protein export from nucleus
STRAP	GO:0000387	spliceosomal snRNP assembly
STRC	GO:0007160	cell-matrix adhesion
STRCP1	GO:0007160	cell-matrix adhesion
STRIP1	GO:0007010	cytoskeleton organization
STRIP2	GO:0007010	cytoskeleton organization
STT3A	GO:0018279; GO:0043687	post-translational protein modification; protein N-linked glycosylation via asparagine
STUB1	GO:0000209; GO:0006515; GO:0035967; GO:0043161; GO:0045862	cellular response to topologically incorrect protein; positive regulation of proteolysis; proteasome-mediated ubiquitin-dependent protein catabolic process; protein polyubiquitination; protein quality control for misfolded or incompletely synthesized proteins
STX10	GO:0006886; GO:0006906; GO:0042147; GO:0051640	intracellular protein transport; organelle localization; retrograde transport, endosome to Golgi; vesicle fusion
STX11	GO:0006886; GO:0010256; GO:0016079; GO:0051640; GO:0099500	endomembrane system organization; intracellular protein transport; organelle localization; synaptic vesicle exocytosis; vesicle fusion to plasma membrane
STX12	GO:0000045; GO:0006886; GO:0006906; GO:0051640	autophagosome assembly; intracellular protein transport; organelle localization; vesicle fusion
STX16	GO:0006886; GO:0006906; GO:0051640	intracellular protein transport; organelle localization; vesicle fusion
STX17	GO:0006886; GO:0006887; GO:0006906; GO:0051640	exocytosis; intracellular protein transport; organelle localization; vesicle fusion
STX18	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
STX19	GO:0006886; GO:0010256; GO:0016079; GO:0051640; GO:0099500	endomembrane system organization; intracellular protein transport; organelle localization; synaptic vesicle exocytosis; vesicle fusion to plasma membrane
STX1A	GO:0006886; GO:0006887; GO:0006906; GO:0051640	exocytosis; intracellular protein transport; organelle localization; vesicle fusion
STX1B	GO:0006886; GO:0010256; GO:0016079; GO:0051640; GO:0098969; GO:0099500	endomembrane system organization; intracellular protein transport; neurotransmitter receptor transport to postsynaptic membrane; organelle localization; synaptic vesicle exocytosis; vesicle fusion to plasma membrane
STX2	GO:0006886; GO:0010256; GO:0016079; GO:0051640; GO:0099500	endomembrane system organization; intracellular protein transport; organelle localization; synaptic vesicle exocytosis; vesicle fusion to plasma membrane
STX3	GO:0006886; GO:0006887; GO:0006906; GO:0051640; GO:0098969	exocytosis; intracellular protein transport; neurotransmitter receptor transport to postsynaptic membrane; organelle localization; vesicle fusion
STX4	GO:0006886; GO:0006887; GO:0006906; GO:0051640	exocytosis; intracellular protein transport; organelle localization; vesicle fusion
STX5	GO:0006886; GO:0006888; GO:0006906; GO:0051640	endoplasmic reticulum to Golgi vesicle-mediated transport; intracellular protein transport; organelle localization; vesicle fusion
STX6	GO:0006886; GO:0006906; GO:0042147; GO:0051640	intracellular protein transport; organelle localization; retrograde transport, endosome to Golgi; vesicle fusion
STX7	GO:0006886; GO:0006906; GO:0051640	intracellular protein transport; organelle localization; vesicle fusion
STX8	GO:0006886; GO:0006906; GO:0051640	intracellular protein transport; organelle localization; vesicle fusion
STXBP1	GO:0006886; GO:0007269; GO:0051640; GO:0140029	exocytic process; intracellular protein transport; neurotransmitter secretion; organelle localization
STXBP2	GO:0006886; GO:0007269; GO:0051640; GO:0140029	exocytic process; intracellular protein transport; neurotransmitter secretion; organelle localization
STXBP3	GO:0006886; GO:0007269; GO:0051640; GO:0140029	exocytic process; intracellular protein transport; neurotransmitter secretion; organelle localization
STXBP4	GO:0008286; GO:0050796	insulin receptor signaling pathway; regulation of insulin secretion
STXBP5	GO:0006887; GO:0006893	Golgi to plasma membrane transport; exocytosis
STXBP5L	GO:0006887; GO:0006893	Golgi to plasma membrane transport; exocytosis
STYX	GO:0032435; GO:0044092; GO:0070372	negative regulation of molecular function; negative regulation of proteasomal ubiquitin-dependent protein catabolic process; regulation of ERK1 and ERK2 cascade
STYXL1	GO:0010639; GO:1902115; GO:1902533; GO:2001235; GO:2001242	negative regulation of organelle organization; positive regulation of apoptotic signaling pathway; positive regulation of intracellular signal transduction; regulation of intrinsic apoptotic signaling pathway; regulation of organelle assembly
STYXL2	GO:0043409	negative regulation of MAPK cascade
SUCLA2	GO:0006099; GO:0006637	acyl-CoA metabolic process; tricarboxylic acid cycle
SUCLG1	GO:0006099	tricarboxylic acid cycle
SUCLG2	GO:0006099; GO:0006637	acyl-CoA metabolic process; tricarboxylic acid cycle
SUCNR1	GO:0007186	G protein-coupled receptor signaling pathway
SUCO	GO:0006457	protein folding
SUDS3	GO:0000122	negative regulation of transcription by RNA polymerase II
SUFU	GO:0008104; GO:0043433; GO:0051235	maintenance of location; negative regulation of DNA-binding transcription factor activity; protein localization
SULF1	GO:0001819; GO:0001822; GO:0006029; GO:0009968; GO:0030177; GO:0030198; GO:0090287	extracellular matrix organization; kidney development; negative regulation of signal transduction; positive regulation of Wnt signaling pathway; positive regulation of cytokine production; proteoglycan metabolic process; regulation of cellular response to growth factor stimulus
SULF2	GO:0001819; GO:0001822; GO:0006029; GO:0009968; GO:0030177; GO:0030198; GO:0090287	extracellular matrix organization; kidney development; negative regulation of signal transduction; positive regulation of Wnt signaling pathway; positive regulation of cytokine production; proteoglycan metabolic process; regulation of cellular response to growth factor stimulus
SULT1A1	GO:0006790	sulfur compound metabolic process
SULT1A2	GO:0006790	sulfur compound metabolic process
SULT1A3	GO:0006790	sulfur compound metabolic process
SULT1A4	GO:0006790	sulfur compound metabolic process
SULT1B1	GO:0006790	sulfur compound metabolic process
SULT1C2	GO:0006790	sulfur compound metabolic process
SULT1C3	GO:0006790	sulfur compound metabolic process
SULT1C4	GO:0006790	sulfur compound metabolic process
SULT1E1	GO:0006790	sulfur compound metabolic process
SULT2A1	GO:0006790	sulfur compound metabolic process
SULT2B1	GO:0006790	sulfur compound metabolic process
SULT4A1	GO:0006790	sulfur compound metabolic process
SULT6B1	GO:0006790	sulfur compound metabolic process
SUMF1	GO:0036211	protein modification process
SUMF2	GO:0036211	protein modification process
SUMO1	GO:0016925	protein sumoylation
SUMO1P1	GO:0016925	protein sumoylation
SUMO2	GO:0016925	protein sumoylation
SUMO3	GO:0016925	protein sumoylation
SUMO4	GO:0016925	protein sumoylation
SUOX	GO:0006790	sulfur compound metabolic process
SUPT16H	GO:0006368	transcription elongation by RNA polymerase II
SUPT20H	GO:0006357	regulation of transcription by RNA polymerase II
SUPT20HL1	GO:0006357	regulation of transcription by RNA polymerase II
SUPT20HL2	GO:0006357	regulation of transcription by RNA polymerase II
SUPT3H	GO:0006366	transcription by RNA polymerase II
SUPT4H1	GO:0006368	transcription elongation by RNA polymerase II
SUPT5H	GO:0006368	transcription elongation by RNA polymerase II
SUPT6H	GO:0006368; GO:0034728	nucleosome organization; transcription elongation by RNA polymerase II
SURF4	GO:0007030	Golgi organization
SURF6	GO:0042273; GO:0042274	ribosomal large subunit biogenesis; ribosomal small subunit biogenesis
SUSD4	GO:0002706; GO:0030449; GO:0045824	negative regulation of innate immune response; regulation of complement activation; regulation of lymphocyte mediated immunity
SUSD5	GO:0007219	Notch signaling pathway
SVBP	GO:0009306; GO:0031397	negative regulation of protein ubiquitination; protein secretion
SVIL	GO:0008154; GO:0051016	actin polymerization or depolymerization; barbed-end actin filament capping
SVIP	GO:0010508; GO:0031333; GO:0048585; GO:0051051; GO:0051223; GO:1901799; GO:1905897	negative regulation of proteasomal protein catabolic process; negative regulation of protein-containing complex assembly; negative regulation of response to stimulus; negative regulation of transport; positive regulation of autophagy; regulation of protein transport; regulation of response to endoplasmic reticulum stress
SWI5	GO:0000724	double-strand break repair via homologous recombination
SYAP1	GO:0038203; GO:0048168	TORC2 signaling; regulation of neuronal synaptic plasticity
SYBU	GO:0007399; GO:0008088; GO:0050808; GO:0072384	axo-dendritic transport; nervous system development; organelle transport along microtubule; synapse organization
SYCP2	GO:0007140; GO:0051329	male meiotic nuclear division; mitotic interphase
SYCP2L	GO:0051329; GO:0140013	meiotic nuclear division; mitotic interphase
SYCP3	GO:0007286; GO:0051321	meiotic cell cycle; spermatid development
SYDE1	GO:0016477; GO:0051056	cell migration; regulation of small GTPase mediated signal transduction
SYDE2	GO:0016477; GO:0051056	cell migration; regulation of small GTPase mediated signal transduction
SYK	GO:0002250; GO:0002281; GO:0033628; GO:0042119; GO:0045785; GO:0050853	B cell receptor signaling pathway; adaptive immune response; macrophage activation involved in immune response; neutrophil activation; positive regulation of cell adhesion; regulation of cell adhesion mediated by integrin
SYMPK	GO:0006378	mRNA polyadenylation
SYN1	GO:0007269	neurotransmitter secretion
SYN2	GO:0007269	neurotransmitter secretion
SYN3	GO:0007269	neurotransmitter secretion
SYNCRIP	GO:0048255	mRNA stabilization
SYNDIG1	GO:0051648; GO:0051965; GO:0099504	positive regulation of synapse assembly; synaptic vesicle cycle; vesicle localization
SYNE3	GO:0007097	nuclear migration
