gene_name	go_id	biological_function
CEBPG	GO:0006357	regulation of transcription by RNA polymerase II
CEFIP	GO:0050848; GO:1902533	positive regulation of intracellular signal transduction; regulation of calcium-mediated signaling
CEL	GO:0003008; GO:0006672; GO:0007268; GO:0007416; GO:0007586; GO:0030149; GO:0046903; GO:0048488; GO:0050804; GO:0050878; GO:0071709; GO:0098609; GO:0099173	cell-cell adhesion; ceramide metabolic process; chemical synaptic transmission; digestion; membrane assembly; modulation of chemical synaptic transmission; postsynapse organization; regulation of body fluid levels; secretion; sphingolipid catabolic process; synapse assembly; synaptic vesicle endocytosis; system process
CELA1	GO:0006508	proteolysis
CELA2A	GO:0006508	proteolysis
CELA2B	GO:0006508	proteolysis
CELA3A	GO:0006508	proteolysis
CELA3B	GO:0006508	proteolysis
CELF1	GO:0000381; GO:0006376	mRNA splice site recognition; regulation of alternative mRNA splicing, via spliceosome
CELF2	GO:0000381; GO:0006376	mRNA splice site recognition; regulation of alternative mRNA splicing, via spliceosome
CELF3	GO:0000381; GO:0006376	mRNA splice site recognition; regulation of alternative mRNA splicing, via spliceosome
CELF4	GO:0000381; GO:0006376	mRNA splice site recognition; regulation of alternative mRNA splicing, via spliceosome
CELF5	GO:0000381; GO:0006376	mRNA splice site recognition; regulation of alternative mRNA splicing, via spliceosome
CELF6	GO:0000381; GO:0006376	mRNA splice site recognition; regulation of alternative mRNA splicing, via spliceosome
CELSR1	GO:0098609	cell-cell adhesion
CELSR2	GO:0098609	cell-cell adhesion
CELSR3	GO:0098609	cell-cell adhesion
CEND1	GO:0007420; GO:0016477; GO:0021953; GO:0048646	anatomical structure formation involved in morphogenesis; brain development; cell migration; central nervous system neuron differentiation
CENPC	GO:0045143; GO:0051315; GO:0051382	attachment of mitotic spindle microtubules to kinetochore; homologous chromosome segregation; kinetochore assembly
CENPF	GO:0000278; GO:0010389; GO:0051310	metaphase chromosome alignment; mitotic cell cycle; regulation of G2/M transition of mitotic cell cycle
CENPH	GO:0007052; GO:0007059	chromosome segregation; mitotic spindle organization
CENPI	GO:0000070; GO:0006338; GO:0065004	chromatin remodeling; mitotic sister chromatid segregation; protein-DNA complex assembly
CENPJ	GO:0060271; GO:0061511	centriole elongation; cilium assembly
CENPK	GO:0000070	mitotic sister chromatid segregation
CENPS	GO:0000712; GO:0031297	replication fork processing; resolution of meiotic recombination intermediates
CENPT	GO:0000278; GO:0007059	chromosome segregation; mitotic cell cycle
CENPV	GO:0031507; GO:0032465; GO:0033044; GO:0051781; GO:0090068	heterochromatin formation; positive regulation of cell cycle process; positive regulation of cell division; regulation of chromosome organization; regulation of cytokinesis
CENPW	GO:0000278; GO:0007059; GO:0051382	chromosome segregation; kinetochore assembly; mitotic cell cycle
CENPX	GO:0000712; GO:0031297	replication fork processing; resolution of meiotic recombination intermediates
CEP120	GO:0007097; GO:0008283; GO:0010564; GO:0030900	cell population proliferation; forebrain development; nuclear migration; regulation of cell cycle process
CEP126	GO:0031122; GO:0060271	cilium assembly; cytoplasmic microtubule organization
CEP135	GO:0007099	centriole replication
CEP162	GO:0060271	cilium assembly
CEP164	GO:0060271	cilium assembly
CEP19	GO:0000226; GO:0097712	microtubule cytoskeleton organization; vesicle targeting, trans-Golgi to periciliary membrane compartment
CEP192	GO:0007098; GO:0044380; GO:0090307	centrosome cycle; mitotic spindle assembly; protein localization to cytoskeleton
CEP20	GO:0060271	cilium assembly
CEP250	GO:0060271	cilium assembly
CEP295	GO:0046599	regulation of centriole replication
CEP295NL	GO:0046599	regulation of centriole replication
CEP41	GO:0060271	cilium assembly
CEP63	GO:0007099; GO:0030855	centriole replication; epithelial cell differentiation
CEP70	GO:0060271	cilium assembly
CEP83	GO:0051642; GO:0051649; GO:0051656; GO:0060271	centrosome localization; cilium assembly; establishment of localization in cell; establishment of organelle localization
CEP89	GO:0007005; GO:0060271	cilium assembly; mitochondrion organization
CEP97	GO:0010639; GO:1902017	negative regulation of organelle organization; regulation of cilium assembly
CEPT1	GO:0046474	glycerophospholipid biosynthetic process
CERK	GO:0006672; GO:0016310	ceramide metabolic process; phosphorylation
CERKL	GO:0006672; GO:0016310	ceramide metabolic process; phosphorylation
CERS1	GO:0046513	ceramide biosynthetic process
CERS2	GO:0046513	ceramide biosynthetic process
CERS3	GO:0046513	ceramide biosynthetic process
CERS4	GO:0046513	ceramide biosynthetic process
CERS5	GO:0046513	ceramide biosynthetic process
CERS6	GO:0046513	ceramide biosynthetic process
CERT1	GO:0042886; GO:0120009	amide transport; intermembrane lipid transfer
CETN1	GO:0007099	centriole replication
CETN2	GO:0006289; GO:0007099	centriole replication; nucleotide-excision repair
CETP	GO:0006641; GO:0006869; GO:0008203; GO:0032501; GO:0042632; GO:0043933; GO:0046470; GO:0050789; GO:0070328	cholesterol homeostasis; cholesterol metabolic process; lipid transport; multicellular organismal process; phosphatidylcholine metabolic process; protein-containing complex organization; regulation of biological process; triglyceride homeostasis; triglyceride metabolic process
CFAP126	GO:0044782	cilium organization
CFAP161	GO:0060271	cilium assembly
CFAP20	GO:0032886; GO:0060271; GO:0065008; GO:2000147	cilium assembly; positive regulation of cell motility; regulation of biological quality; regulation of microtubule-based process
CFAP206	GO:0032886	regulation of microtubule-based process
CFAP221	GO:0044458	motile cilium assembly
CFAP43	GO:0060271	cilium assembly
CFAP47	GO:0060271	cilium assembly
CFAP54	GO:0060271	cilium assembly
CFAP70	GO:0003341; GO:0060271	cilium assembly; cilium movement
CFB	GO:0006956; GO:0009617	complement activation; response to bacterium
CFC1	GO:0001568; GO:0007368; GO:0007507; GO:0009952; GO:0032924	activin receptor signaling pathway; anterior/posterior pattern specification; blood vessel development; determination of left/right symmetry; heart development
CFC1B	GO:0001568; GO:0007368; GO:0007507; GO:0009952; GO:0032924	activin receptor signaling pathway; anterior/posterior pattern specification; blood vessel development; determination of left/right symmetry; heart development
CFH	GO:0006956	complement activation
CFHR1	GO:0006956	complement activation
CFHR2	GO:0006956	complement activation
CFHR3	GO:0006956	complement activation
CFHR4	GO:0006956	complement activation
CFHR5	GO:0006956	complement activation
CFL1	GO:0030042	actin filament depolymerization
CFL2	GO:0030042	actin filament depolymerization
CFLAR	GO:0006915; GO:0031638; GO:0043065; GO:2001056	apoptotic process; positive regulation of apoptotic process; positive regulation of cysteine-type endopeptidase activity; zymogen activation
CFTR	GO:0015711; GO:1902476	chloride transmembrane transport; organic anion transport
CGA	GO:0006575; GO:0006725; GO:0009891; GO:0042445; GO:0046890; GO:1901360; GO:1901615	cellular aromatic compound metabolic process; cellular modified amino acid metabolic process; hormone metabolic process; organic cyclic compound metabolic process; organic hydroxy compound metabolic process; positive regulation of biosynthetic process; regulation of lipid biosynthetic process
CGAS	GO:0002218; GO:0006974; GO:0007267; GO:0032481; GO:0071407; GO:1901699; GO:2000042	DNA damage response; activation of innate immune response; cell-cell signaling; cellular response to nitrogen compound; cellular response to organic cyclic compound; negative regulation of double-strand break repair via homologous recombination; positive regulation of type I interferon production
CGB1	GO:0007186	G protein-coupled receptor signaling pathway
CGB2	GO:0007186	G protein-coupled receptor signaling pathway
CGB7	GO:0007186	G protein-coupled receptor signaling pathway
CGB8	GO:0007186	G protein-coupled receptor signaling pathway
CGGBP1	GO:0010468	regulation of gene expression
CGN	GO:0000226	microtubule cytoskeleton organization
CGNL1	GO:1902414	protein localization to cell junction
CGRRF1	GO:0001558; GO:0048523	negative regulation of cellular process; regulation of cell growth
CH25H	GO:0008203; GO:0016126	cholesterol metabolic process; sterol biosynthetic process
CHAC1	GO:0006749; GO:0043171; GO:0044273	glutathione metabolic process; peptide catabolic process; sulfur compound catabolic process
CHAC2	GO:0006749; GO:0043171; GO:0044273	glutathione metabolic process; peptide catabolic process; sulfur compound catabolic process
CHAF1A	GO:0006334	nucleosome assembly
CHAF1B	GO:0006334	nucleosome assembly
CHAT	GO:0006807; GO:0007274; GO:1901576	neuromuscular synaptic transmission; nitrogen compound metabolic process; organic substance biosynthetic process
CHCHD10	GO:0007005	mitochondrion organization
CHCHD2	GO:0007005; GO:0045944	mitochondrion organization; positive regulation of transcription by RNA polymerase II
CHCHD2P9	GO:0007005; GO:0045944	mitochondrion organization; positive regulation of transcription by RNA polymerase II
CHCHD3	GO:0007007	inner mitochondrial membrane organization
CHCHD4	GO:0006457; GO:0006626; GO:0044743; GO:1990542	mitochondrial transmembrane transport; protein folding; protein targeting to mitochondrion; protein transmembrane import into intracellular organelle
CHCHD5	GO:0045333	cellular respiration
CHCHD7	GO:0033108	mitochondrial respiratory chain complex assembly
CHD1	GO:0034728	nucleosome organization
CHD2	GO:0034728	nucleosome organization
CHD3	GO:0006338	chromatin remodeling
CHD4	GO:0006338	chromatin remodeling
CHD5	GO:0006338	chromatin remodeling
CHD6	GO:0006338; GO:0010468	chromatin remodeling; regulation of gene expression
CHD7	GO:0003007; GO:0006338; GO:0007417; GO:0010468; GO:0042472; GO:0043009	central nervous system development; chordate embryonic development; chromatin remodeling; heart morphogenesis; inner ear morphogenesis; regulation of gene expression
CHD8	GO:0006338; GO:0007420; GO:0035295; GO:0045892; GO:0090090	brain development; chromatin remodeling; negative regulation of DNA-templated transcription; negative regulation of canonical Wnt signaling pathway; tube development
CHEK1	GO:0006468	protein phosphorylation
CHERP	GO:0006874	intracellular calcium ion homeostasis
CHGA	GO:0003012; GO:0003015; GO:0007189; GO:0010648; GO:0023057; GO:0042742; GO:0050796; GO:0051051	adenylate cyclase-activating G protein-coupled receptor signaling pathway; defense response to bacterium; heart process; muscle system process; negative regulation of cell communication; negative regulation of signaling; negative regulation of transport; regulation of insulin secretion
CHI3L1	GO:0006022; GO:0009057; GO:0046348; GO:1901565	amino sugar catabolic process; aminoglycan metabolic process; macromolecule catabolic process; organonitrogen compound catabolic process
CHI3L2	GO:0006022; GO:0009057; GO:0046348; GO:1901565	amino sugar catabolic process; aminoglycan metabolic process; macromolecule catabolic process; organonitrogen compound catabolic process
CHIA	GO:0006022; GO:0009057; GO:0046348; GO:1901565	amino sugar catabolic process; aminoglycan metabolic process; macromolecule catabolic process; organonitrogen compound catabolic process
CHIT1	GO:0006022; GO:0009057; GO:0046348; GO:1901565	amino sugar catabolic process; aminoglycan metabolic process; macromolecule catabolic process; organonitrogen compound catabolic process
CHKA	GO:0006656	phosphatidylcholine biosynthetic process
CHKB	GO:0006656	phosphatidylcholine biosynthetic process
CHM	GO:0016192; GO:0036211; GO:0044237	cellular metabolic process; protein modification process; vesicle-mediated transport
CHML	GO:0016192; GO:0036211; GO:0044237	cellular metabolic process; protein modification process; vesicle-mediated transport
CHMP1A	GO:0015031; GO:0032509; GO:0045324	endosome transport via multivesicular body sorting pathway; late endosome to vacuole transport; protein transport
CHMP1B	GO:0015031; GO:0032509; GO:0045324	endosome transport via multivesicular body sorting pathway; late endosome to vacuole transport; protein transport
CHMP2A	GO:0015031; GO:0032509; GO:0045324	endosome transport via multivesicular body sorting pathway; late endosome to vacuole transport; protein transport
CHMP2B	GO:0015031; GO:0032509; GO:0045324	endosome transport via multivesicular body sorting pathway; late endosome to vacuole transport; protein transport
CHMP4A	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHMP4B	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHMP4BP1	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHMP4C	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHMP5	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHMP6	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHMP7	GO:0006900; GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway; vesicle budding from membrane
CHN1	GO:0043087	regulation of GTPase activity
CHN2	GO:0043087	regulation of GTPase activity
CHODL	GO:0050772	positive regulation of axonogenesis
CHORDC1	GO:0051298	centrosome duplication
CHP1	GO:0032411; GO:0048522; GO:2000649	positive regulation of cellular process; positive regulation of transporter activity; regulation of sodium ion transmembrane transporter activity
CHP2	GO:0032411; GO:0048522; GO:2000649	positive regulation of cellular process; positive regulation of transporter activity; regulation of sodium ion transmembrane transporter activity
CHPF	GO:0006024; GO:0006790; GO:0050650	chondroitin sulfate proteoglycan biosynthetic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHPF2	GO:0006024; GO:0006790; GO:0050650	chondroitin sulfate proteoglycan biosynthetic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHPT1	GO:0046474	glycerophospholipid biosynthetic process
CHRD	GO:0009953; GO:0030514	dorsal/ventral pattern formation; negative regulation of BMP signaling pathway
CHRDL1	GO:0030154; GO:0030514	cell differentiation; negative regulation of BMP signaling pathway
CHRDL2	GO:0030154; GO:0030514	cell differentiation; negative regulation of BMP signaling pathway
CHRFAM7A	GO:0007268; GO:0034220; GO:0042391	chemical synaptic transmission; monoatomic ion transmembrane transport; regulation of membrane potential
CHRM1	GO:0007193; GO:0007268; GO:0095500	acetylcholine receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; chemical synaptic transmission
CHRM2	GO:0006937; GO:0007193; GO:0007268; GO:0095500	acetylcholine receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; chemical synaptic transmission; regulation of muscle contraction
CHRM3	GO:0006937; GO:0007193; GO:0007268; GO:0095500	acetylcholine receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; chemical synaptic transmission; regulation of muscle contraction
CHRM4	GO:0007193; GO:0007268; GO:0095500	acetylcholine receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; chemical synaptic transmission
CHRM5	GO:0007193; GO:0007268; GO:0095500	acetylcholine receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; chemical synaptic transmission
CHRNA1	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNA10	GO:0007268; GO:0034220; GO:0042391	chemical synaptic transmission; monoatomic ion transmembrane transport; regulation of membrane potential
CHRNA2	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNA3	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNA4	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNA5	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNA6	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNA7	GO:0007268; GO:0034220; GO:0042391	chemical synaptic transmission; monoatomic ion transmembrane transport; regulation of membrane potential
CHRNA9	GO:0007268; GO:0034220; GO:0042391	chemical synaptic transmission; monoatomic ion transmembrane transport; regulation of membrane potential
CHRNB1	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNB2	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNB3	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNB4	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRND	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNE	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHRNG	GO:0007268; GO:0034220; GO:0051899; GO:0095500	acetylcholine receptor signaling pathway; chemical synaptic transmission; membrane depolarization; monoatomic ion transmembrane transport
CHST1	GO:0006040; GO:0006790; GO:0030203	amino sugar metabolic process; glycosaminoglycan metabolic process; sulfur compound metabolic process
CHST10	GO:0030166	proteoglycan biosynthetic process
CHST11	GO:0030166	proteoglycan biosynthetic process
CHST12	GO:0030166	proteoglycan biosynthetic process
CHST13	GO:0030166	proteoglycan biosynthetic process
CHST14	GO:0006029	proteoglycan metabolic process
CHST15	GO:0019319	hexose biosynthetic process
CHST2	GO:0006040; GO:0006790	amino sugar metabolic process; sulfur compound metabolic process
CHST3	GO:0006024; GO:0006040; GO:0006790; GO:0050650	amino sugar metabolic process; chondroitin sulfate proteoglycan biosynthetic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHST4	GO:0006040; GO:0006790	amino sugar metabolic process; sulfur compound metabolic process
CHST5	GO:0006024; GO:0006040; GO:0006790	amino sugar metabolic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHST6	GO:0006040; GO:0006790	amino sugar metabolic process; sulfur compound metabolic process
CHST7	GO:0006024; GO:0006040; GO:0006790; GO:0050650	amino sugar metabolic process; chondroitin sulfate proteoglycan biosynthetic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHST8	GO:0030166	proteoglycan biosynthetic process
CHST9	GO:0030166	proteoglycan biosynthetic process
CHSY1	GO:0006024; GO:0006790; GO:0050650	chondroitin sulfate proteoglycan biosynthetic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHSY3	GO:0006024; GO:0006790; GO:0050650	chondroitin sulfate proteoglycan biosynthetic process; glycosaminoglycan biosynthetic process; sulfur compound metabolic process
CHUK	GO:0018105; GO:0033209; GO:0045944; GO:0051092	peptidyl-serine phosphorylation; positive regulation of NF-kappaB transcription factor activity; positive regulation of transcription by RNA polymerase II; tumor necrosis factor-mediated signaling pathway
CHURC1	GO:0008543	fibroblast growth factor receptor signaling pathway
CIAO1	GO:0016226	iron-sulfur cluster assembly
CIAO2A	GO:0051604	protein maturation
CIAO2B	GO:0051604	protein maturation
CIAPIN1	GO:0016226	iron-sulfur cluster assembly
CIART	GO:0032922; GO:0045892	circadian regulation of gene expression; negative regulation of DNA-templated transcription
CIB2	GO:0055074	calcium ion homeostasis
CIB3	GO:0055074	calcium ion homeostasis
CIBAR1	GO:0060271	cilium assembly
CIBAR2	GO:0060271	cilium assembly
CIC	GO:0006357	regulation of transcription by RNA polymerase II
CIDEA	GO:0042981	regulation of apoptotic process
CIDEB	GO:0042981	regulation of apoptotic process
CIDEC	GO:0042981	regulation of apoptotic process
CIITA	GO:0045944	positive regulation of transcription by RNA polymerase II
CILK1	GO:0035556; GO:0042073; GO:0060271	cilium assembly; intracellular signal transduction; intraciliary transport
CIPC	GO:0045892	negative regulation of DNA-templated transcription
CIR1	GO:0045892	negative regulation of DNA-templated transcription
CIRBP	GO:0010628; GO:0048024; GO:1903313	positive regulation of gene expression; positive regulation of mRNA metabolic process; regulation of mRNA splicing, via spliceosome
CISD3	GO:0051604	protein maturation
CISH	GO:0046854	phosphatidylinositol phosphate biosynthetic process
CIT	GO:0018107; GO:0031032	actomyosin structure organization; peptidyl-threonine phosphorylation
CKAP2	GO:0031110; GO:0051494; GO:1901880; GO:1902904	negative regulation of cytoskeleton organization; negative regulation of protein depolymerization; negative regulation of supramolecular fiber organization; regulation of microtubule polymerization or depolymerization
CKAP5	GO:0007052; GO:0007163; GO:0046785; GO:0051298	centrosome duplication; establishment or maintenance of cell polarity; microtubule polymerization; mitotic spindle organization
CKB	GO:0006575; GO:0006796; GO:0090407; GO:1901566	cellular modified amino acid metabolic process; organonitrogen compound biosynthetic process; organophosphate biosynthetic process; phosphate-containing compound metabolic process
CKM	GO:0006575; GO:0006796; GO:0090407; GO:1901566	cellular modified amino acid metabolic process; organonitrogen compound biosynthetic process; organophosphate biosynthetic process; phosphate-containing compound metabolic process
CKMT1B	GO:0006575; GO:0006796; GO:0090407; GO:1901566	cellular modified amino acid metabolic process; organonitrogen compound biosynthetic process; organophosphate biosynthetic process; phosphate-containing compound metabolic process
CKMT2	GO:0006575; GO:0006796; GO:0090407; GO:1901566	cellular modified amino acid metabolic process; organonitrogen compound biosynthetic process; organophosphate biosynthetic process; phosphate-containing compound metabolic process
CKS1B	GO:0007346	regulation of mitotic cell cycle
CKS2	GO:0007346	regulation of mitotic cell cycle
CLASP1	GO:0040001; GO:0090307	establishment of mitotic spindle localization; mitotic spindle assembly
CLASP2	GO:0040001; GO:0090307	establishment of mitotic spindle localization; mitotic spindle assembly
CLBA1	GO:0046907	intracellular transport
CLCF1	GO:0007166; GO:0042531	cell surface receptor signaling pathway; positive regulation of tyrosine phosphorylation of STAT protein
CLCN1	GO:0006821	chloride transport
CLCN2	GO:0006821	chloride transport
CLCNKA	GO:0006821	chloride transport
CLCNKB	GO:0006821	chloride transport
CLDN1	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN10	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN11	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN14	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN15	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN16	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN17	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN18	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN19	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN2	GO:0007043; GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules; cell-cell junction assembly
CLDN20	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN22	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN23	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN24	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN25	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN3	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN34	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN4	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN5	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN6	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN7	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN8	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLDN9	GO:0007043; GO:0007155	cell adhesion; cell-cell junction assembly
CLEC11A	GO:0001503	ossification
CLEC12A	GO:0007165	signal transduction
CLEC12B	GO:0002768; GO:0009966; GO:0044092	immune response-regulating cell surface receptor signaling pathway; negative regulation of molecular function; regulation of signal transduction
CLEC14A	GO:0016477	cell migration
CLEC16A	GO:0007034; GO:0016197; GO:1901096	endosomal transport; regulation of autophagosome maturation; vacuolar transport
CLEC1A	GO:0007165	signal transduction
CLEC1B	GO:0000902; GO:0007165; GO:0030099; GO:0048646	anatomical structure formation involved in morphogenesis; cell morphogenesis; myeloid cell differentiation; signal transduction
CLEC3A	GO:0001503	ossification
CLEC3B	GO:0030282	bone mineralization
CLEC4A	GO:0045087; GO:0050832	defense response to fungus; innate immune response
CLEC4C	GO:0045087; GO:0050832	defense response to fungus; innate immune response
CLEC4D	GO:0045087; GO:0050832	defense response to fungus; innate immune response
CLEC6A	GO:0045087; GO:0050832	defense response to fungus; innate immune response
CLEC7A	GO:0001819; GO:0002684; GO:0002697; GO:0006909; GO:0008037; GO:0043122; GO:0045087	cell recognition; innate immune response; phagocytosis; positive regulation of cytokine production; positive regulation of immune system process; regulation of canonical NF-kappaB signal transduction; regulation of immune effector process
CLEC9A	GO:0006898	receptor-mediated endocytosis
CLGN	GO:0006457; GO:0036503	ERAD pathway; protein folding
CLHC1	GO:0006898	receptor-mediated endocytosis
CLIC1	GO:0006821	chloride transport
CLIC2	GO:0006821	chloride transport
CLIC3	GO:0006821	chloride transport
CLIC4	GO:0006821	chloride transport
CLINT1	GO:0006897	endocytosis
CLIP1	GO:0010638; GO:0031110; GO:0031122; GO:0032273; GO:1902903	cytoplasmic microtubule organization; positive regulation of organelle organization; positive regulation of protein polymerization; regulation of microtubule polymerization or depolymerization; regulation of supramolecular fiber organization
CLIP2	GO:0031122	cytoplasmic microtubule organization
CLIP3	GO:0031122	cytoplasmic microtubule organization
CLIP4	GO:0031122	cytoplasmic microtubule organization
CLK1	GO:0018108; GO:0043484	peptidyl-tyrosine phosphorylation; regulation of RNA splicing
CLK2	GO:0018108; GO:0043484	peptidyl-tyrosine phosphorylation; regulation of RNA splicing
CLK3	GO:0018108; GO:0043484	peptidyl-tyrosine phosphorylation; regulation of RNA splicing
CLK4	GO:0018108; GO:0043484	peptidyl-tyrosine phosphorylation; regulation of RNA splicing
CLMN	GO:0007097	nuclear migration
CLN3	GO:0051453	regulation of intracellular pH
CLN5	GO:0007040	lysosome organization
CLN8	GO:0055088	lipid homeostasis
CLNK	GO:0007169; GO:0035556	intracellular signal transduction; transmembrane receptor protein tyrosine kinase signaling pathway
CLNS1A	GO:0000387; GO:0045292	mRNA cis splicing, via spliceosome; spliceosomal snRNP assembly
CLOCK	GO:0006357; GO:0032922	circadian regulation of gene expression; regulation of transcription by RNA polymerase II
CLP1	GO:0006378; GO:0006388	mRNA polyadenylation; tRNA splicing, via endonucleolytic cleavage and ligation
CLPB	GO:0034605	cellular response to heat
CLPP	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
CLPS	GO:0031667; GO:0042221	response to chemical; response to nutrient levels
CLPSL1	GO:0031667; GO:0042221	response to chemical; response to nutrient levels
CLPSL2	GO:0031667; GO:0042221	response to chemical; response to nutrient levels
CLPX	GO:0051603	proteolysis involved in protein catabolic process
CLRN1	GO:0007605	sensory perception of sound
CLSTN1	GO:0050806; GO:0051965	positive regulation of synapse assembly; positive regulation of synaptic transmission
CLSTN2	GO:0050806; GO:0051965	positive regulation of synapse assembly; positive regulation of synaptic transmission
CLSTN3	GO:0050806; GO:0051965	positive regulation of synapse assembly; positive regulation of synaptic transmission
CLTA	GO:0072583	clathrin-dependent endocytosis
CLTB	GO:0072583	clathrin-dependent endocytosis
CLTC	GO:0000278; GO:0006898; GO:0065003	mitotic cell cycle; protein-containing complex assembly; receptor-mediated endocytosis
CLTCL1	GO:0006898	receptor-mediated endocytosis
CLUAP1	GO:0060271	cilium assembly
CLVS1	GO:0007040	lysosome organization
CLVS2	GO:0007040	lysosome organization
CMAHP	GO:0006793; GO:0009225	nucleotide-sugar metabolic process; phosphorus metabolic process
CMKLR1	GO:0002429; GO:0006954; GO:0007200; GO:0007204	immune response-activating cell surface receptor signaling pathway; inflammatory response; phospholipase C-activating G protein-coupled receptor signaling pathway; positive regulation of cytosolic calcium ion concentration
CMKLR2	GO:0007218	neuropeptide signaling pathway
CMPK2	GO:0006220; GO:0009132; GO:0009142; GO:0009165; GO:1901137; GO:1901566	carbohydrate derivative biosynthetic process; nucleoside diphosphate metabolic process; nucleoside triphosphate biosynthetic process; nucleotide biosynthetic process; organonitrogen compound biosynthetic process; pyrimidine nucleotide metabolic process
